0,30,63.63,58.48,224.35,31.43,0,0,0,0,30.25,6.36,11.81,7,235.69,21.477,15,0,0,0,0,0
0.01,30,61.67,58.46,224.32,31.42,0,0,0,0,30.21,6.17,11.81,7,235.65,21.474,15,0,0,0,0,0
0.02,30,61.72,53.07,224.37,30.83,0,0,0,0,31.05,6.17,11.59,7,231.20,19.620,15,0,0,0,0,0
0.03,30,62.16,51.46,220.97,30.27,0,0,0,0,31.67,6.22,11.38,7,227.03,19.334,15,0,0,0,0,0
0.04,30,64.58,49.73,217.74,29.72,0,0,0,0,33.16,6.46,11.17,7,222.89,18.978,15,0,0,0,0,0
0.05,30,67.85,47.19,214.34,29.06,0,0,0,0,35.12,6.78,10.93,7,217.94,18.321,15,0,0,0,0,0
0.06,30,72.14,47.16,219.93,29.68,0,0,0,0,37.87,7.21,11.16,7,222.57,17.855,15,0,0,0,0,0
0.07,30,72.47,44.13,213.29,28.60,0,0,0,0,37.87,7.25,10.75,7,214.52,17.237,15,0,0,0,0,0
0.08,30,69.76,40.89,207.12,27.56,0,0,0,0,36.85,6.98,10.36,7,206.67,16.453,15,0,0,0,0,0
0.09,30,67.50,39.93,201.06,26.78,0,0,0,0,36.47,6.75,10.07,7,200.82,16.548,15,0,0,0,0,0
0.10,30,62.84,38.35,196.11,26.05,0,0,0,0,34.39,6.28,9.79,7,195.39,16.295,15,0,0,0,0,0
0.11,30,62.47,33.82,190.70,24.95,0,0,0,0,34.68,6.25,9.38,7,187.10,14.743,15,0,0,0,0,0
0.13,30,53.74,30.13,183.22,23.71,0,0,0,0,32.07,5.37,8.91,7,177.79,13.613,15,0,0,0,0,0
0.14,30,54.45,27.18,174.89,22.45,0,0,0,0,29.90,5.44,8.44,7,168.39,12.807,15,0,0,0,0,0
0.15,30,50.07,24.70,166.42,21.24,0,0,0,0,27.07,5.01,7.98,7,159.26,12.173,15,0,0,0,0,0
0.16,30,46.35,22.34,157.98,20.04,0,0,0,0,24.70,4.64,7.53,7,150.27,11.533,15,0,0,0,0,0
0.17,30,44.36,22.42,150.77,19.24,0,0,0,0,23.39,4.44,7.23,7,144.32,12.198,15,0,0,0,0,0
0.18,30,42.58,20.64,144.79,18.38,0,0,0,0,22.20,4.26,6.91,7,137.86,11.640,15,0,0,0,0,0
0.19,30,40.00,20.38,139.34,17.75,0,0,0,0,20.32,4.00,6.67,7,133.10,11.978,15,0,0,0,0,0
0.20,30,40.39,21.88,136.22,17.57,0,0,0,0,20.54,4.04,6.60,7,131.75,13.272,15,0,0,0,0,0
0.21,30,40.78,20.27,133.83,17.12,0,0,0,0,20.72,4.08,6.44,7,128.42,12.452,15,0,0,0,0,0
0.22,30,40.47,21.44,131.84,17.03,0,0,0,0,20.75,4.05,6.40,7,127.73,13.453,15,0,0,0,0,0
0.23,30,40.84,21.90,131.33,17.03,0,0,0,0,20.66,4.08,6.40,7,127.69,13.815,15,0,0,0,0,0
0.24,30,40.47,21.84,131.11,17.00,0,0,0,0,20.61,4.05,6.39,7,127.46,13.803,15,0,0,0,0,0
0.25,30,40.51,19.72,129.63,16.60,0,0,0,0,20.54,4.05,6.24,7,124.46,12.514,15,0,0,0,0,0
0.26,30,40.52,19.40,127.22,16.29,0,0,0,0,20.44,4.05,6.12,7,122.18,12.542,15,0,0,0,0,0
0.27,30,40.31,18.07,124.57,15.85,0,0,0,0,20.40,4.03,5.96,7,118.86,11.865,15,0,0,0,0,0
0.28,30,40.12,18.03,122.01,15.56,0,0,0,0,20.16,4.01,5.85,7,116.70,12.118,15,0,0,0,0,0
0.29,30,40.05,17.43,119.83,15.25,0,0,0,0,20.03,4.00,5.73,7,114.39,11.906,15,0,0,0,0,0
0.30,30,40.34,17.35,117.94,15.03,0,0,0,0,20.00,4.03,5.65,7,112.74,12.059,15,0,0,0,0,0
0.31,30,40.58,17.69,116.84,14.95,0,0,0,0,20.10,4.06,5.62,7,112.10,12.446,15,0,0,0,0,0
