0,30,63.63455,58.476,224.352,31.425,0,0,0,0,30.24762,6.36346,11.814,7,235.68975,21477,15,0,0,0,0,0
0.010416666,30,61.67313,58.459,224.324,31.42,0,0,0,0,30.21283,6.16731,11.812,7,235.65225,21474,15,0,0,0,0,0
0.020833333,30,61.71973,53.069,224.373,30.827,0,0,0,0,31.04771,6.17197,11.589,7,231.20175,19620,15,0,0,0,0,0
0.03125,30,62.16018,51.462,220.973,30.27,0,0,0,0,31.67387,6.21602,11.38,7,227.02875,19334,15,0,0,0,0,0
0.041666666,30,64.57526,49.73,217.74,29.719,0,0,0,0,33.15925,6.45753,11.172,7,222.89175,18978,15,0,0,0,0,0
0.052083333,30,67.84871,47.194,214.339,29.059,0,0,0,0,35.11773,6.78487,10.925,7,217.944,18321,15,0,0,0,0,0
0.0625,30,72.14054,47.16,219.925,29.676,0,0,0,0,37.86587,7.21405,11.156,7,222.57075,17855,15,0,0,0,0,0
0.072916666,30,72.47069,44.126,213.292,28.602,0,0,0,0,37.86587,7.24707,10.753,7,214.515,17237,15,0,0,0,0,0
0.083333333,30,69.7643,40.893,207.115,27.556,0,0,0,0,36.8501,6.97643,10.36,7,206.673,16453,15,0,0,0,0,0
0.09375,30,67.49915,39.927,201.059,26.776,0,0,0,0,36.47441,6.74992,10.066,7,200.8215,16548,15,0,0,0,0,0
0.104166666,30,62.83833,38.351,196.112,26.051,0,0,0,0,34.38721,6.28383,9.794,7,195.3855,16295,15,0,0,0,0,0
0.114583333,30,62.46546,33.82,190.698,24.946,0,0,0,0,34.67942,6.24655,9.378,7,187.098,14743,15,0,0,0,0,0
0.125,30,53.74197,30.127,183.215,23.705,0,0,0,0,32.06695,5.3742,8.912,7,177.78525,13613,15,0,0,0,0,0
0.135416666,30,54.44886,27.179,174.894,22.453,0,0,0,0,29.89975,5.44489,8.441,7,168.3945,12807,15,0,0,0,0,0
0.145833333,30,50.06769,24.696,166.418,21.235,0,0,0,0,27.06813,5.00677,7.983,7,159.26175,12173,15,0,0,0,0,0
0.15625,30,46.35457,22.34,157.98,20.036,0,0,0,0,24.70265,4.63546,7.532,7,150.267,11533,15,0,0,0,0,0
0.166666666,30,44.35819,22.416,150.774,19.243,0,0,0,0,23.38772,4.43582,7.234,7,144.32475,12198,15,0,0,0,0,0
0.177083333,30,42.57931,20.641,144.789,18.381,0,0,0,0,22.19802,4.25793,6.91,7,137.85825,11640,15,0,0,0,0,0
0.1875,30,40.00033,20.38,139.342,17.747,0,0,0,0,20.31607,4.00003,6.672,7,133.10175,11978,15,0,0,0,0,0
0.197916666,30,40.38873,21.877,136.217,17.566,0,0,0,0,20.54218,4.03887,6.604,7,131.745,13272,15,0,0,0,0,0
